,direction,direction_spherical,peaks,column_density,angle_respect_to_los
2103,"[0.3941609213706624, -0.8768936779127775, 0.27512659940622397]","[1.2920749456357215, -1.1483609227670029]","[14.540484196199074, 18.769167104198814, 12.449306799673094]",1.4184978053801283e+18,0.8417567426739679
637,"[-0.8209259673128089, 0.4953628321124339, 0.28407080235933807]","[1.282759160218895, 2.598662522610146]","[13.037127577255303, 10.405280990658792, 34.33465714967495]",3.947436035773987e+19,0.8420448463710211
2504,"[0.3908094321149434, -0.6666343298753474, -0.6347177782303269]","[2.2584395717746664, -1.040553994143333]","[29.834434213402062, 19.707757395689782, 6.896619743873458]",1.321954760730788e+17,0.8423376173371785
2708,"[-0.4390602647569889, 0.8642992126656507, -0.24538328161686052]","[1.8187113691478394, 2.040819999339695]","[30.116009051555015, 25.785184709455237, 11.397720091480693]",9.204647881421504e+16,0.8430368769598106
1681,"[0.6215520981325402, -0.5709647741066352, 0.5363508329781884]","[1.0046888698733132, -0.7430029455302405]","[10.019862362582813, 2.6687711768592877, 33.544449939427324]",9.805709434656037e+18,0.8432099103146087
2649,"[-0.17384742696447605, -0.03632498375120793, -0.9841024172784586]","[2.9630435880669213, -2.9356087259092054]","[25.155412408207493, 34.48293774034432, 20.010549661756606]",7.351175487684379e+16,0.8433595199897039
1719,"[0.16918260348112435, 0.9388399991139461, -0.299927829224089]","[1.8754133261801782, 1.3925059212713085]","[24.07597449928744, 25.850793858709675, 6.9312340202655385]",3.8053067035311104e+17,0.8433597656382553
330,"[0.18882463706893501, 0.7623553875887855, -0.6189988040781154]","[2.238263616265298, 1.3279968766536119]","[27.27546229770895, 16.57212130369097, 1.5105962288490673]",1.7890332354995146e+17,0.8433649646653547
2366,"[-0.38040046112831877, -0.92221225478374, 0.06942655327792498]","[1.5013138789953058, -1.9620206987472097]","[39.290681852870755, 10.3505322822786, 34.2577526005106]",6.369016580821949e+16,0.8436634329297654
982,"[-0.4480028079089042, -0.8698825438653613, -0.20639245137374657]","[1.7786829125510515, -2.046383881803783]","[2.9810009746744157, 1.2771325107322937, 28.228226655138513]",1.4258205703785083e+17,0.8436920059343181
1970,"[-0.8644046737929936, 0.4494182815096522, -0.22545014564142532]","[1.7982013793152969, 2.6621390648294674]","[9.784862533127006, 11.063771761188942, 5.069205533661956]",1.4769360232821857e+18,0.8444925939181729
2510,"[0.7350942854873328, -0.4685688545183367, -0.4899792036599529]","[2.0828622232813636, -0.5674856300861111]","[1.14309935794806, 11.070954164652075, 16.96920775922768]",5.153741972788825e+16,0.845523557933632
434,"[0.46163152017629444, 0.7472568507195149, 0.47802043746316475]","[1.072396732074241, 1.0174143167534209]","[17.621221013430663, 37.91094353918155, 17.33695183955362]",8.547215267677516e+18,0.8463082174449391
2865,"[-0.054885845712627376, -0.5987196262203132, -0.7990759370166383]","[2.496553017261612, -1.6622128508989669]","[17.231530640274634, 18.3201898270211, 13.61478404009879]",6.606980561585101e+16,0.847131427040426
1268,"[0.12647831411405908, 0.727654727947532, 0.6741823439949092]","[0.8309392722776081, 1.3986993349021122]","[10.700658997952718, 14.626798262052084, 30.64001610886134]",1.0765275945505598e+17,0.8473031899199783
584,"[0.22791909055712, 0.02014793304904052, -0.9734715963773501]","[2.910739742748253, 0.08817030592529097]","[39.804997890510776, 31.935554548519544, 25.369283687668677]",3.78515523578564e+16,0.8474128380912135
2293,"[0.4499222274759594, -0.28175916372297716, 0.8474560536577685]","[0.5596215953855964, -0.5594902930822403]","[7.229043270854143, 12.29685039414688, 17.990362894709538]",3.8796127783824456e+16,0.8476734284522656
41,"[-0.9838369893921797, -0.15190873451515058, -0.09480777753822525]","[1.665746712097303, -2.988398057614317]","[32.81967663136009, 19.280345301644623, 17.751767955965505]",1.9933962813467692e+16,0.84775446333121
613,"[0.018094000256103117, 0.20170894166531592, 0.9792783618598903]","[0.20392940260338882, 1.4813322671729219]","[12.177317878934826, 20.975375828265655, 35.837425258644075]",1.2062837298856532e+19,0.8483243172711528
831,"[0.7170734522407667, -0.5703791912441725, 0.4005911160861554]","[1.1586344293580924, -0.6719459645199635]","[19.533150076547635, 0.844831455087844, 27.305317611445815]",9.387205307624581e+16,0.8483298156842862
1978,"[0.5059086383099659, -0.8325805026344891, 0.22553526623625358]","[1.3433039034309864, -1.0247786164271302]","[9.4633678372102, 1.0697289413094424, 26.390197510918124]",8.226880286071702e+16,0.8484826375653469
483,"[0.2960330461113673, 0.7421417985799837, -0.6013235289014478]","[2.215952875150928, 1.1912470913559905]","[11.160285658848299, 30.03033103020814, 5.260553100322146]",1.1302961526508246e+17,0.8485359703719348
2584,"[0.7489284372833009, 0.574158867998989, -0.33082894390683615]","[1.9079781731721142, 0.6540662411023932]","[5.263852366766372, 9.16491216008366, 35.08724226119998]",8.380821178050103e+18,0.8487073237072175
2148,"[-0.7976084952187381, 0.5927919941480656, -0.11143760599034519]","[1.6824658763104636, 2.502450208555887]","[5.8716313439757, 35.28679976801676, 37.06839108443461]",2.209081640955392e+18,0.8487931133974601
1371,"[1.726030119104722e-05, -0.9582305707544047, 0.2859968058807485]","[1.2807498030586093, -1.5707783141143206]","[13.684008083443189, 22.323257716842427, 0.01858837085006826]",6.553644210867059e+16,0.8504074326430264
396,"[-0.06763633018353679, -0.9944312810578998, 0.0808192680791394]","[1.4898888171706313, -1.6387068235883753]","[13.26257196981917, 27.937228816715674, 28.326549055875347]",5.0041294388738456e+16,0.8504424154242961
252,"[-0.2916819695036967, 0.15687142940149376, 0.943563979443883]","[0.33756479302080933, 2.64815132992574]","[34.40869592661757, 27.397237668101358, 7.109734620091984]",8.537764139261997e+17,0.850461431801425
1462,"[0.44672988752950177, 0.6415956796664294, 0.6235281801340259]","[0.8975488124082511, 0.9625717422096851]","[35.058788321616305, 9.48194551668543, 28.48867067624391]",2.3830258553246167e+18,0.8510453275559442
2400,"[0.2800009336891312, 0.7753320817728088, 0.5660915474612365]","[0.9690395309865627, 1.2242347522154913]","[29.529426836225724, 20.655601233358944, 5.110463678239487]",2.020403556023574e+16,0.8512653871772007
2791,"[-0.45478300780723113, -0.7684384523635731, 0.45019413672201586]","[1.103813584444079, -2.1051849640331572]","[33.554605010048604, 21.68952404684104, 13.64505233397073]",2.2991024159109936e+17,0.8513542345439492
1301,"[-0.9845387193073577, 0.14996224191543384, -0.0905253344888876]","[1.6614457595125547, 2.9904372092287055]","[37.5107859513876, 27.070907679692162, 25.661084927485106]",2.5482481680226356e+16,0.8519263320908907
82,"[0.508762535699101, -0.7544985393092254, -0.4145993686069322]","[1.9982988332717613, -0.9775239093516902]","[17.78874990587423, 30.276079399925067, 32.151872222415705]",4.837807567353724e+19,0.85193018260292
952,"[-0.02626481239744267, 0.995399079978078, 0.0921457064030808]","[1.4785197206811778, 1.5971764189618125]","[38.47314323151249, 27.009226511013992, 20.0787893559243]",3.942902032186996e+17,0.8532083360245174
707,"[-0.8910659326553194, 0.4292997657085044, 0.14732011004519852]","[1.4229380574316883, 2.6926251588269063]","[22.332290239846987, 34.139245601554244, 30.766552213505477]",4.649733553990657e+16,0.8533434963783516
2150,"[0.8703295880137885, 0.4124876730191157, 0.26903592294529]","[1.2984044186368853, 0.4425865578688703]","[14.287419319279607, 34.216784042178155, 0.3073805240728831]",1.6084953048441296e+16,0.8539467755497844
1149,"[-0.5946824740685441, -0.48966963409502634, 0.6376334405290855]","[0.8793740796194729, -2.4527372815219444]","[6.015327042645648, 21.4577775322421, 8.007616856653172]",2.459195962284626e+19,0.8539514137211309
2372,"[0.05207729782901505, 0.5817733929085398, 0.8116820032220216]","[0.6237702949745448, 1.4815195278779478]","[39.19781792581291, 17.516751600761964, 6.413533022772055]",1.2662308342702991e+18,0.8539993460295943
1732,"[0.6041226160958083, 0.7091805267064221, 0.36345404834993683]","[1.1988234990117042, 0.8652233516698268]","[1.3970525731835082, 8.00750367574231, 6.183924340090968]",6.914418526013888e+16,0.8549847304216757
29,"[-0.5418511434830376, 0.6462916086081083, -0.5373122881052208]","[2.1380433680157087, 2.2685175608727777]","[29.749772371994325, 30.0584719218846, 6.015346123453497]",7.475263420384051e+16,0.8553495384730448
2072,"[-0.5788854482596805, -0.7708244903111026, 0.26593465913607023]","[1.3016229615421924, -2.214934022886759]","[12.52897149374794, 6.838897461291577, 27.298963943027765]",6.78307449422872e+16,0.8556311656932907
667,"[-0.7215546438520462, 0.6882610635976973, 0.07520375170770069]","[1.4955215069583734, 2.379805656484397]","[13.440307837249016, 16.57194076443204, 15.389830797600387]",6.457380278098905e+19,0.8558625411433081
879,"[0.9809554521014564, -0.19094804093967518, -0.03557030578624892]","[1.6063741377234613, -0.1922510486015309]","[6.035311896726711, 8.564544196756081, 36.50493057725744]",1.0541052988093202e+17,0.8561802180152701
181,"[0.8140614957588845, -0.28044659198305455, 0.5085799742104454]","[1.0372615881266523, -0.3317693071033465]","[13.232889514855078, 6.739006191019877, 29.923715964804174]",3.358951598978361e+17,0.8566408593381554
1382,"[0.1357588290154172, 0.7772778805978722, -0.6143359314557992]","[2.2323404063557755, 1.397881232485079]","[21.113324635073862, 11.019314304296367, 23.359252093266246]",9.23283153566808e+16,0.8576114719467924
603,"[-0.37651271028063826, -0.10734859332213192, 0.9201708854929543]","[0.40227959500631494, -2.8638491728259807]","[26.468917774241504, 35.77942346226126, 14.212509978306972]",1.7951868743930456e+16,0.8577449578394185
1052,"[-0.7634546155752686, -0.4830448674575794, 0.4287245105889181]","[1.1277158451660612, -2.577468740191923]","[29.12372319481682, 29.61557415023046, 14.259461932166474]",2.804058961034115e+16,0.8579149792646978
2768,"[-0.09950150769133005, 0.10757553858019961, 0.9892052130201965]","[0.1470664089338859, 2.3172237629708263]","[4.700408786085103, 27.986559984465423, 33.1420567268097]",1.2139150126217997e+17,0.8587458201621371
2832,"[0.3183495582097731, -0.7853396808438754, -0.5309379855309692]","[2.1305033930614217, -1.1856731527509183]","[10.402110021143253, 36.424805266844594, 0.9094836160545405]",1.804443211097356e+18,0.8596814410382192
37,"[0.7072686491481112, -0.026648508673364525, 0.706442435671649]","[0.7863372490318646, -0.03766024274054877]","[12.13558168477524, 20.949934082200663, 34.18707275411625]",1.9965271390808224e+16,0.8600627105864188
2761,"[-0.9394772396696842, -0.14047338840386872, -0.3124895890953265]","[1.8886090709467334, -2.993169311916044]","[23.995210554230596, 35.136951551079335, 31.833875173522806]",1.1498516496267678e+17,0.8604083487144976
2817,"[0.6099625221735364, -0.6130422537927482, -0.5021204204256247]","[2.096845288486702, -0.787916326179848]","[23.050499829873488, 14.520202031982308, 31.40016027256397]",1.6862952731750526e+16,0.8610574637610201
425,"[0.8406384199687377, -0.4698780706942031, 0.26933556310512946]","[1.2980932943428365, -0.5096915579251874]","[13.368974762911943, 33.29077129152337, 0.9016568334504764]",5.1432115952473734e+17,0.8615222312169847
1407,"[0.7514607995340511, 0.4958618074432103, -0.4352329659880982]","[2.0210933470936587, 0.5832781544472372]","[9.249295086554891, 9.217030883924917, 39.28500448634645]",1.4173885532997696e+17,0.8615825865083948
2528,"[0.3831484850303296, 0.8660051273531434, 0.3212979268794444]","[1.243696559075568, 1.1542536456131467]","[16.231665431478177, 20.135679209642774, 7.29956659781076]",1.916390237348836e+16,0.8616425634856034
1837,"[0.8394001117908553, 0.046908468649527114, 0.5414859627861591]","[0.9985927116277445, 0.055825259509657325]","[7.863309138107823, 7.2143033797186344, 32.47036199791158]",1.4346463660272145e+21,0.8619506157388075
2381,"[0.46068618114359633, 0.15601563690733114, -0.8737433052926523]","[2.6336423839394008, 0.32653619703967923]","[21.138013682107186, 5.970340152942917, 27.74596590166334]",9.738522098122571e+16,0.8620013929810523
1069,"[-0.6974700055493774, -0.693970088083089, 0.1787207548241117]","[1.391110207739541, -2.358709805153584]","[8.703050940666284, 35.07610106937967, 25.51929874240301]",2.243355838866929e+17,0.8623966225673765
1612,"[0.5897244399309303, -0.6248525946556059, 0.5116486293349256]","[1.0336938229272203, -0.8143122329533439]","[3.120663971869064, 26.27494852646121, 17.47101132774105]",5.1773843907601375e+19,0.862438941190637
123,"[-0.8029972017955647, -0.46907827660986806, -0.36764257686129054]","[1.9472691202282524, -2.612902167631199]","[3.321712509248414, 35.37885479262631, 17.95955482108983]",7.327077510463306e+18,0.862821143481104
781,"[0.24878951554615752, 0.6838434813864512, 0.6859022305836077]","[0.814953501885331, 1.2218714335431864]","[31.482076112929796, 19.861576650130537, 38.5914304517307]",1.5567802016859123e+17,0.8629534851035183
2552,"[-0.5249746940647371, 0.7946244643753694, 0.30491561325683725]","[1.2609465050009343, 2.154627263843791]","[8.00009001645968, 20.754198621638032, 30.866905657614524]",1.298932768577886e+17,0.8638316934794433
2061,"[0.26041274680437315, 0.6289590593226563, 0.7325269298788681]","[0.748769707629729, 1.178247383407112]","[13.120758482788936, 28.22051642862437, 36.05381147724336]",9.773948425961675e+18,0.8639076203628763
1079,"[-0.4826008223011091, 0.006301371451367292, 0.8758177544627219]","[0.5036687767787756, 3.128536286725309]","[10.137777692872739, 27.26314405295322, 32.96940825261683]",6.916826015818032e+16,0.8641840703488679
1354,"[0.0941812655618213, 0.6811144024664277, 0.7260943877830032]","[0.7581716503877748, 1.4333923772979573]","[13.987397874230542, 7.925007457807201, 33.53441414442391]",2.0732223495066046e+20,0.8647902158689096
713,"[0.9771174364623484, 0.1022722932286113, 0.18649904396272274]","[1.38319887062532, 0.10428762427215257]","[3.5984360835613245, 36.25981724776982, 24.35586718616697]",3.6727307438399473e+18,0.8649395841890067
263,"[0.44986194803616786, 0.7174633578920347, 0.5318557678463127]","[1.01000584947174, 1.0107476732791039]","[20.142675973950343, 9.348213094078702, 26.34387812791917]",3.058393015227995e+16,0.8657341823380325
1332,"[-0.5012833642980989, 0.0667001066672403, 0.862708574461016]","[0.5301948035376883, 3.009310979231814]","[36.02990518117541, 34.68868511549342, 22.343088420609437]",4.28771889694639e+16,0.8658709120897863
2610,"[0.057166162837832414, 0.8843320539146964, 0.4633452797271306]","[1.0890298843844912, 1.506242821398977]","[14.59904010288412, 2.118104711789769, 16.19374456513802]",3.528100803838773e+17,0.8658998258587627
2108,"[-0.08800132186697929, 0.8459408268975122, 0.5259656687823061]","[1.0169462065004813, 1.6744512409641334]","[13.349482402022158, 4.969711330468357, 39.820118185877064]",4.15877147475896e+16,0.8664956735948788
161,"[0.49569647670045064, 0.7634475826229044, 0.4140444318838288]","[1.1439035535288153, 0.994922604672019]","[11.322969150064111, 14.834367789676413, 30.774167253465386]",4.898724115000018e+16,0.8666384642122645
1586,"[-0.35389517748762794, 0.9108816877127017, 0.21225634110824626]","[1.3569129908311781, 1.941366597478719]","[21.462904983669016, 12.6512356016842, 26.675738545282684]",2.528841202159012e+16,0.8666478995762785
2789,"[0.6569648781471217, -0.6629500490051901, 0.3590186365707979]","[1.2035801104078931, -0.7899326449109776]","[13.359938385150578, 35.005236517467644, 5.7143458453966645]",3.900751870848991e+17,0.8669006379735471
1070,"[0.8697188370859937, -0.4018773344044174, 0.2865026221691297]","[1.2802218965413097, -0.43285189993582635]","[17.000735565223433, 23.97362038640634, 36.08654224491292]",1.2935655038222714e+17,0.8669842846398856
2618,"[-0.6704958233652074, 0.27673772993705104, 0.6883687817435541]","[0.8115585175568157, 2.750155452377429]","[28.231484558659485, 29.149534043984943, 17.823553143042034]",1.3581030387817567e+18,0.8671292964716926
708,"[-0.9773505372301207, 0.19433069543065223, -0.08379444008664015]","[1.6546891385804605, 2.9453183226711577]","[26.610933434066876, 30.898096260440646, 32.81394313356805]",3.2180472616433037e+19,0.8674069790361385
843,"[-0.6525532781066764, 0.586989788025848, -0.47918389787803556]","[2.0705209993576434, 2.40903851958597]","[20.355180915414763, 4.521816456143583, 21.142942445337866]",2.939485893753235e+18,0.8677663633026906
