,dx(cMpc),dy(cMpc),dz(cMpc),volume(cMpc**3),density(g/cMpc**3)
248,-0.011084882520097527,-0.007130402111643665,-0.01574112418515309,1.6965732920565545e-09,1.7912526517377845e+48
249,-0.011084882520097527,-0.005937721364679611,-0.01574112418515309,1.6965732920565545e-09,7.370000150821419e+47
250,-0.011084882520097527,-0.005937721364679611,-0.014548443438190667,1.6965732920565545e-09,1.4719273392445866e+48
251,-0.012575733453802593,-0.007428572298385086,-0.014846613624932089,2.120716615070693e-10,1.1011375823399398e+48
252,-0.012575733453802593,-0.007428572298385086,-0.014250273251449246,2.120716615070693e-10,1.87205001061376e+48
253,-0.012575733453802593,-0.006832231924902244,-0.014846613624932089,2.120716615070693e-10,2.091600394842649e+48
254,-0.012575733453802593,-0.006832231924902244,-0.014250273251449246,2.120716615070693e-10,2.789252943404186e+48
255,-0.011979393080320568,-0.007428572298385086,-0.014846613624932089,2.120716615070693e-10,1.8853130699605433e+48
256,-0.011979393080320568,-0.007428572298385086,-0.014250273251449246,2.120716615070693e-10,2.725044577795198e+48
257,-0.011979393080320568,-0.006832231924902244,-0.014846613624932089,2.120716615070693e-10,3.7587975649619015e+48
258,-0.011979393080320568,-0.006832231924902244,-0.014250273251449246,2.120716615070693e-10,4.696908648336389e+48
259,-0.01138305270683854,-0.007428572298385086,-0.014846613624932089,2.120716615070693e-10,2.7010846723779375e+48
260,-0.01138305270683854,-0.007428572298385086,-0.014250273251449246,2.120716615070693e-10,5.332675630173917e+48
261,-0.01138305270683854,-0.006832231924902244,-0.014846613624932089,2.120716615070693e-10,4.6809908145809716e+48
262,-0.01138305270683854,-0.006832231924902244,-0.014250273251449246,2.120716615070693e-10,7.369982258383347e+48
263,-0.010786712333356105,-0.007428572298385086,-0.014846613624932089,2.120716615070693e-10,3.720563613085493e+48
264,-0.010786712333356105,-0.007428572298385086,-0.014250273251449246,2.120716615070693e-10,8.021925034018713e+48
265,-0.010786712333356105,-0.006832231924902244,-0.014846613624932089,2.120716615070693e-10,5.011655427521755e+48
266,-0.010786712333356105,-0.006832231924902244,-0.014250273251449246,2.120716615070693e-10,7.347124733107453e+48
267,-0.009892201773133064,-0.007130402111643665,-0.01574112418515309,1.6965732920565545e-09,1.0571459983590016e+48
268,-0.009892201773133064,-0.005937721364679611,-0.01574112418515309,1.6965732920565545e-09,5.974938982979975e+47
269,-0.009892201773133064,-0.005937721364679611,-0.014548443438190667,1.6965732920565545e-09,9.78640995478767e+47
270,-0.008699521026169011,-0.007130402111643665,-0.01574112418515309,1.6965732920565545e-09,4.108535967416622e+47
271,-0.008699521026169011,-0.007130402111643665,-0.014548443438190667,1.6965732920565545e-09,8.532653994814654e+47
272,-0.008699521026169011,-0.005937721364679611,-0.01574112418515309,1.6965732920565545e-09,2.764211446541592e+47
273,-0.008699521026169011,-0.005937721364679611,-0.014548443438190667,1.6965732920565545e-09,3.9555981003497696e+47
274,-0.010190371959874078,-0.007428572298385086,-0.014846613624932089,2.120716615070693e-10,4.093788543684018e+48
275,-0.010190371959874078,-0.007428572298385086,-0.014250273251449246,2.120716615070693e-10,7.817365294829893e+48
276,-0.010190371959874078,-0.006832231924902244,-0.014846613624932089,2.120716615070693e-10,3.738276354441473e+48
277,-0.010190371959874078,-0.006832231924902244,-0.014250273251449246,2.120716615070693e-10,6.15141866453705e+48
278,-0.00959403158639205,-0.007428572298385086,-0.014846613624932089,2.120716615070693e-10,2.8469458871033878e+48
279,-0.00959403158639205,-0.007428572298385086,-0.014250273251449246,2.120716615070693e-10,4.570715728342403e+48
280,-0.00959403158639205,-0.006832231924902244,-0.014846613624932089,2.120716615070693e-10,2.0425644305511225e+48
281,-0.00959403158639205,-0.006832231924902244,-0.014250273251449246,2.120716615070693e-10,3.45925935813787e+48
282,-0.011681222893579554,-0.004148700244232715,-0.01275942231774214,1.3572586336452436e-08,1.231982697135907e+47
283,-0.011681222893579554,-0.004148700244232715,-0.010374060823814032,1.3572586336452436e-08,6.686537254980101e+46
284,-0.009295861399651039,-0.004148700244232715,-0.01275942231774214,1.3572586336452436e-08,1.1555136026992607e+47
285,-0.009295861399651039,-0.004148700244232715,-0.010374060823814032,1.3572586336452436e-08,5.89507201479343e+46
286,-0.01227756326706158,-0.007130402111643665,-0.01216308194426256,1.6965732920565545e-09,2.7786075863641323e+48
287,-0.01227756326706158,-0.005937721364679611,-0.013355762691224982,1.6965732920565545e-09,8.15396183024319e+47
288,-0.01227756326706158,-0.005937721364679611,-0.01216308194426256,1.6965732920565545e-09,5.5861047666408454e+47
289,-0.011084882520097527,-0.005937721364679611,-0.013355762691224982,1.6965732920565545e-09,1.4625634154491972e+48
290,-0.011084882520097527,-0.005937721364679611,-0.01216308194426256,1.6965732920565545e-09,7.724184180524191e+47
291,-0.012575733453802593,-0.007428572298385086,-0.013653932877966403,2.120716615070693e-10,3.224934067906388e+48
292,-0.012575733453802593,-0.007428572298385086,-0.01305759250448356,2.120716615070693e-10,3.363832421047672e+48
293,-0.012575733453802593,-0.006832231924902244,-0.013653932877966403,2.120716615070693e-10,2.666202913827249e+48
294,-0.012575733453802593,-0.006832231924902244,-0.01305759250448356,2.120716615070693e-10,2.115581153317231e+48
295,-0.011979393080320568,-0.007428572298385086,-0.013653932877966403,2.120716615070693e-10,4.907495178536279e+48
296,-0.011979393080320568,-0.007428572298385086,-0.01305759250448356,2.120716615070693e-10,6.948563595308446e+48
297,-0.011979393080320568,-0.006832231924902244,-0.013653932877966403,2.120716615070693e-10,5.100099164860769e+48
298,-0.011979393080320568,-0.006832231924902244,-0.01305759250448356,2.120716615070693e-10,4.668781220796652e+48
299,-0.01138305270683854,-0.007428572298385086,-0.013653932877966403,2.120716615070693e-10,8.781557116784783e+48
300,-0.01138305270683854,-0.007428572298385086,-0.01305759250448356,2.120716615070693e-10,1.10675063324704e+49
301,-0.01138305270683854,-0.006832231924902244,-0.013653932877966403,2.120716615070693e-10,7.995340217830464e+48
302,-0.01138305270683854,-0.006832231924902244,-0.01305759250448356,2.120716615070693e-10,6.714148456718877e+48
303,-0.010786712333356105,-0.007428572298385086,-0.013653932877966403,2.120716615070693e-10,1.398312828835262e+49
304,-0.010786712333356105,-0.007428572298385086,-0.01305759250448356,2.120716615070693e-10,1.5543835974472613e+49
305,-0.010786712333356105,-0.006832231924902244,-0.013653932877966403,2.120716615070693e-10,9.286122840639035e+48
306,-0.010786712333356105,-0.006832231924902244,-0.01305759250448356,2.120716615070693e-10,8.057345882717937e+48
307,-0.01138305270683854,-0.007428572298385086,-0.012461252131003981,2.120716615070693e-10,1.0172655817567412e+49
308,-0.01138305270683854,-0.007428572298385086,-0.011864911757521138,2.120716615070693e-10,6.092478656520992e+48
309,-0.01138305270683854,-0.006832231924902244,-0.012461252131003981,2.120716615070693e-10,4.6261961884043066e+48
310,-0.01138305270683854,-0.006832231924902244,-0.011864911757521138,2.120716615070693e-10,2.306328059036923e+48
311,-0.010786712333356105,-0.007428572298385086,-0.012461252131003981,2.120716615070693e-10,1.3214094308631222e+49
312,-0.010786712333356105,-0.007428572298385086,-0.011864911757521138,2.120716615070693e-10,6.319450540872545e+48
313,-0.010786712333356105,-0.006832231924902244,-0.012461252131003981,2.120716615070693e-10,4.9943813727049826e+48
314,-0.010786712333356105,-0.006832231924902244,-0.011864911757521138,2.120716615070693e-10,2.259027661238396e+48
315,-0.01227756326706158,-0.007130402111643665,-0.010970401197296874,1.6965732920565545e-09,8.237520803265928e+47
316,-0.01227756326706158,-0.007130402111643665,-0.009777720450334452,1.6965732920565545e-09,1.5329906261527327e+47
317,-0.01227756326706158,-0.005937721364679611,-0.010970401197296874,1.6965732920565545e-09,2.738806437124209e+47
318,-0.01227756326706158,-0.005937721364679611,-0.009777720450334452,1.6965732920565545e-09,1.1011943650863037e+47
319,-0.011084882520097527,-0.007130402111643665,-0.010970401197296874,1.6965732920565545e-09,1.0800180692859902e+48
320,-0.011084882520097527,-0.007130402111643665,-0.009777720450334452,1.6965732920565545e-09,1.7283464437082061e+47
321,-0.011084882520097527,-0.005937721364679611,-0.010970401197296874,1.6965732920565545e-09,3.227990842920054e+47
322,-0.011084882520097527,-0.005937721364679611,-0.009777720450334452,1.6965732920565545e-09,1.0373284176199537e+47
323,-0.009892201773133064,-0.005937721364679611,-0.013355762691224982,1.6965732920565545e-09,1.011968622007411e+48
324,-0.009892201773133064,-0.005937721364679611,-0.01216308194426256,1.6965732920565545e-09,6.453590020376939e+47
325,-0.008699521026169011,-0.007130402111643665,-0.013355762691224982,1.6965732920565545e-09,1.0669289785007501e+48
326,-0.008699521026169011,-0.007130402111643665,-0.01216308194426256,1.6965732920565545e-09,8.050524873412585e+47
327,-0.008699521026169011,-0.005937721364679611,-0.013355762691224982,1.6965732920565545e-09,3.996728181464923e+47
328,-0.008699521026169011,-0.005937721364679611,-0.01216308194426256,1.6965732920565545e-09,2.861653471198702e+47
329,-0.010190371959874078,-0.007428572298385086,-0.013653932877966403,2.120716615070693e-10,1.5421756513119157e+49
330,-0.010190371959874078,-0.007428572298385086,-0.01305759250448356,2.120716615070693e-10,1.51306468031303e+49
331,-0.010190371959874078,-0.006832231924902244,-0.013653932877966403,2.120716615070693e-10,7.364603199375006e+48
332,-0.010190371959874078,-0.006832231924902244,-0.01305759250448356,2.120716615070693e-10,6.565456375100745e+48
333,-0.00959403158639205,-0.007428572298385086,-0.013653932877966403,2.120716615070693e-10,7.107267204002121e+48
334,-0.00959403158639205,-0.007428572298385086,-0.01305759250448356,2.120716615070693e-10,6.918739089325953e+48
335,-0.00959403158639205,-0.006832231924902244,-0.013653932877966403,2.120716615070693e-10,3.834182396959761e+48
336,-0.00959403158639205,-0.006832231924902244,-0.01305759250448356,2.120716615070693e-10,3.385372342035029e+48
337,-0.010190371959874078,-0.007428572298385086,-0.012461252131003981,2.120716615070693e-10,1.044934036079283e+49
338,-0.010190371959874078,-0.007428572298385086,-0.011864911757521138,2.120716615070693e-10,4.790413242475726e+48
339,-0.010190371959874078,-0.006832231924902244,-0.012461252131003981,2.120716615070693e-10,3.8303050155237214e+48
340,-0.010190371959874078,-0.006832231924902244,-0.011864911757521138,2.120716615070693e-10,1.796412496199097e+48
341,-0.00959403158639205,-0.007428572298385086,-0.012461252131003981,2.120716615070693e-10,4.6170038518028044e+48
342,-0.00959403158639205,-0.007428572298385086,-0.011864911757521138,2.120716615070693e-10,2.544900936833189e+48
343,-0.00959403158639205,-0.006832231924902244,-0.012461252131003981,2.120716615070693e-10,2.1967830872497594e+48
344,-0.00959403158639205,-0.006832231924902244,-0.011864911757521138,2.120716615070693e-10,1.1286681232944923e+48
345,-0.009892201773133064,-0.007130402111643665,-0.010970401197296874,1.6965732920565545e-09,7.944212897845713e+47
346,-0.009892201773133064,-0.007130402111643665,-0.009777720450334452,1.6965732920565545e-09,1.5131258364089154e+47
347,-0.009892201773133064,-0.005937721364679611,-0.010970401197296874,1.6965732920565545e-09,2.761543992959216e+47
348,-0.009892201773133064,-0.005937721364679611,-0.009777720450334452,1.6965732920565545e-09,1.0096055168658033e+47
349,-0.008699521026169011,-0.007130402111643665,-0.010970401197296874,1.6965732920565545e-09,3.81008044617982e+47
350,-0.008699521026169011,-0.007130402111643665,-0.009777720450334452,1.6965732920565545e-09,1.4680246638223512e+47
351,-0.008699521026169011,-0.005937721364679611,-0.010970401197296874,1.6965732920565545e-09,1.846113602221762e+47
352,-0.008699521026169011,-0.005937721364679611,-0.009777720450334452,1.6965732920565545e-09,9.34241586196231e+46
353,-0.006910499905722523,-0.006534061738160821,-0.017530145305601617,1.3572586336452436e-08,6.01039255939416e+46
354,-0.006910499905722523,-0.006534061738160821,-0.01514478381167351,1.3572586336452436e-08,1.089746583687744e+47
355,-0.006910499905722523,-0.004148700244232715,-0.017530145305601617,1.3572586336452436e-08,3.968247909253887e+46
356,-0.006910499905722523,-0.004148700244232715,-0.01514478381167351,1.3572586336452436e-08,5.34832930911294e+46
357,-0.0045251384117940075,-0.006534061738160821,-0.017530145305601617,1.3572586336452436e-08,1.2086015083077037e+46
358,-0.0045251384117940075,-0.006534061738160821,-0.01514478381167351,1.3572586336452436e-08,1.8240785498455955e+46
359,-0.0045251384117940075,-0.004148700244232715,-0.017530145305601617,1.3572586336452436e-08,1.412538194025177e+46
360,-0.0045251384117940075,-0.004148700244232715,-0.01514478381167351,1.3572586336452436e-08,1.37890057135274e+46
361,-0.006910499905722523,-0.006534061738160821,-0.01275942231774214,1.3572586336452436e-08,1.1310647606671632e+47
362,-0.006910499905722523,-0.006534061738160821,-0.010374060823814032,1.3572586336452436e-08,7.986572923175106e+46
363,-0.006910499905722523,-0.004148700244232715,-0.01275942231774214,1.3572586336452436e-08,5.084101684011415e+46
364,-0.006910499905722523,-0.004148700244232715,-0.010374060823814032,1.3572586336452436e-08,3.3805219466465617e+46
365,-0.0045251384117940075,-0.006534061738160821,-0.01275942231774214,1.3572586336452436e-08,1.7544879071638654e+46
366,-0.0045251384117940075,-0.006534061738160821,-0.010374060823814032,1.3572586336452436e-08,1.8081893568633505e+46
367,-0.0045251384117940075,-0.004148700244232715,-0.01275942231774214,1.3572586336452436e-08,1.4098815812972533e+46
368,-0.0045251384117940075,-0.004148700244232715,-0.010374060823814032,1.3572586336452436e-08,1.6743189839719495e+46
369,-0.010488542146615092,-0.0053413809911967685,-0.006796018582923501,1.0858069069161949e-07,2.2696239910672933e+46
370,-0.010488542146615092,-0.0053413809911967685,-0.0020252955950640235,1.0858069069161949e-07,1.0367409800763685e+46
371,-0.010488542146615092,-0.000570658003340553,-0.006796018582923501,1.0858069069161949e-07,8.32586119648927e+45
372,-0.010488542146615092,-0.000570658003340553,-0.0020252955950640235,1.0858069069161949e-07,6.065133745588857e+45
373,-0.005717819158758061,-0.0053413809911967685,-0.006796018582923501,1.0858069069161949e-07,2.0080999423210506e+46
374,-0.005717819158758061,-0.0053413809911967685,-0.0020252955950640235,1.0858069069161949e-07,1.2461373131799558e+46
375,-0.005717819158758061,-0.000570658003340553,-0.006796018582923501,1.0858069069161949e-07,8.508831790373134e+45
376,-0.005717819158758061,-0.000570658003340553,-0.0020252955950640235,1.0858069069161949e-07,8.052549478404964e+45
377,0.0014382653230274852,0.006585426478445401,-0.023493549040423518,8.686455255329559e-07,1.2872461249007058e+45
378,-0.008103180652686576,0.006585426478445401,-0.013952103064707825,8.686455255329559e-07,1.855933289416235e+45
379,-0.008103180652686576,0.006585426478445401,-0.004410657088995394,8.686455255329559e-07,1.7955341174755555e+45
380,-0.008103180652686576,0.016126872454159464,-0.013952103064707825,8.686455255329559e-07,4.073534654756484e+44
381,-0.008103180652686576,0.016126872454159464,-0.004410657088995394,8.686455255329559e-07,4.0383251333295704e+44
382,0.0014382653230274852,0.006585426478445401,-0.013952103064707825,8.686455255329559e-07,1.5564577021028758e+45
383,0.0014382653230274852,0.006585426478445401,-0.004410657088995394,8.686455255329559e-07,1.81695951257909e+45
384,0.0014382653230274852,0.016126872454159464,-0.013952103064707825,8.686455255329559e-07,3.913838208833669e+44
385,0.0014382653230274852,0.016126872454159464,-0.004410657088995394,8.686455255329559e-07,3.8769932570214794e+44
386,0.01575043428659858,0.011356149466303247,0.009901511874576514,6.949164204263647e-06,4.5228735528087446e+44
387,-0.008103180652686576,-0.012497465472982722,0.0051307888867202995,8.686455255329559e-07,3.417790300197698e+45
388,-0.008103180652686576,-0.012497465472982722,0.014672234862435992,8.686455255329559e-07,3.451347420977842e+45
389,-0.008103180652686576,-0.0029560194972686605,0.0051307888867202995,8.686455255329559e-07,7.222652403539258e+45
390,-0.008103180652686576,-0.0029560194972686605,0.014672234862435992,8.686455255329559e-07,4.9350918265787984e+45
391,0.0014382653230274852,-0.012497465472982722,0.0051307888867202995,8.686455255329559e-07,2.373853476708367e+45
392,0.0014382653230274852,-0.012497465472982722,0.014672234862435992,8.686455255329559e-07,2.5636853358719533e+45
393,0.0014382653230274852,-0.0029560194972686605,0.0051307888867202995,8.686455255329559e-07,6.180185078989503e+45
394,0.0014382653230274852,-0.0029560194972686605,0.014672234862435992,8.686455255329559e-07,4.1128115078933144e+45
395,0.0014382653230274852,-0.0029560194972686605,0.024213680838148424,8.686455255329559e-07,2.523229992353726e+45
396,-0.008103180652686576,0.006585426478445401,0.0051307888867202995,8.686455255329559e-07,1.7982923506434067e+45
397,-0.008103180652686576,0.006585426478445401,0.014672234862435992,8.686455255329559e-07,1.5528387624132724e+45
398,-0.008103180652686576,0.016126872454159464,0.0051307888867202995,8.686455255329559e-07,4.087568432482258e+44
399,-0.008103180652686576,0.016126872454159464,0.014672234862435992,8.686455255329559e-07,4.1367177666685346e+44
400,0.0014382653230274852,0.006585426478445401,0.0051307888867202995,8.686455255329559e-07,1.7881308094732112e+45
401,0.0014382653230274852,0.006585426478445401,0.014672234862435992,8.686455255329559e-07,1.4718916207410207e+45
402,0.0014382653230274852,0.016126872454159464,0.0051307888867202995,8.686455255329559e-07,3.7738420366544865e+44
403,0.0014382653230274852,0.016126872454159464,0.014672234862435992,8.686455255329559e-07,3.481018289023472e+44
404,0.0014382653230274852,0.006585426478445401,0.024213680838148424,8.686455255329559e-07,1.0928920053135737e+45
405,0.010979711298741547,-0.012497465472982722,0.0051307888867202995,8.686455255329559e-07,1.2478338867888607e+45
406,0.010979711298741547,-0.012497465472982722,0.014672234862435992,8.686455255329559e-07,1.3591750182047677e+45
407,0.010979711298741547,-0.0029560194972686605,0.0051307888867202995,8.686455255329559e-07,1.9192440554063988e+45
408,0.010979711298741547,-0.0029560194972686605,0.014672234862435992,8.686455255329559e-07,1.6631662035427172e+45
409,0.020521157274456015,-0.012497465472982722,0.0051307888867202995,8.686455255329559e-07,4.7406878018523155e+44
410,0.020521157274456015,-0.0029560194972686605,0.0051307888867202995,8.686455255329559e-07,3.415863798401421e+44
411,0.020521157274456015,-0.0029560194972686605,0.014672234862435992,8.686455255329559e-07,3.356631300511914e+44
